Date,Headline,Source,URL
2026-06-08,"TCS renews 1.5 million sq ft Chennai office lease in Rs 1,420-cr rental deal - The Economic Times",The Economic Times,https://news.google.com/rss/articles/CBMi_gFBVV95cUxQaWhMakRUMTN0SzB2RW9ZNW1vSXVLODhnUWZ0aHBweHA5X2FSdVNISS10YVgyTDlvYkZacjNwb3E5LVdqdDZZcnAxSEt1NmlnbnVOTDNJRkxWdEkwUTN0ODBpNFctZWxLeEVYX1ZxZVlYRDluUE4yVkFMcmRkUmU2NzRDSlYzNDV6WUxCUlo3WndwMUxlclNZT2FwRnlPSU5MUzF1RVFZVGllM1VoazNUS0JKNnlWM1M5RWQ3WEVQN2hSdEl0b3NYLUtoY3ZrREtYc0xibFNMb2ZmOFUyMmhoclFhdi1pTDdTeGllTDBnTGlOLUt3QkpsSm1mdEVUUdIBgwJBVV95cUxQSlpjYkVoWFRPY09XbDd3UTV4bFRUYjRDc2taQ1F1aU1YaGUyeHlRYzlHRTdKSHZBN0ZtMU1USXc5cjIxNDBwaVdacnV2MEJvZ0xBMzJ2ZHY2SXRveDRiWnFLSW5xa05hMWRNNU9vZHJqUmdvRzVQX29CUy1DQ1dfNGt2NmItczhUR01xNy0wUUhTXzRhNkJPeGxNc2R2cmdUTEJOVEM1b1F0YWZGb2ZmTzRVbGs3M3lmaXctbDRrSFNuaTRBbHB1QUV1YlFRQXpJcGh2Tk5JbmxPU1dJajJ4S0MtSWxrcExJR2V3TjRkVUQ4SG93dEo4RXFidnFybFEtalNR?oc=5
2026-03-11,"“Partnerships with chipmakers and OEMs are critical to building next-generation data centers on top of advanced chips. And we are actively driving such partnerships forward,” says Aarthi Subramanian, ED - President & COO, TCS. Tata Consultancy Services - LinkedIn",LinkedIn,https://news.google.com/rss/articles/CBMitwFBVV95cUxQRDRoUjRWdmRxMzNEdTdhdTN0TkYzbHJRdGQyQ0hoMURPRlZSM09qZGVjMG55bEljLXl5SjFPOElzY2hUTEJPRnVLdjBpaDB0X0FJRDhaQm9vaHNnNHgwa3N6d004WlVOTy1xZmN4T1drdks1QTNsenZXLVBTTEVLMTg5c1d6ZDctZjU1YmVMcGtHV1pYbFlYdl9DSlBmZ05ObTVjMjhRTkM1TmdrTzU2cXpYX0FYVlU?oc=5
2026-06-09,"TCS Hiring Numbers Won't be Same Post AI, Says Chair Chandrasekaran - outlookbusiness.com",outlookbusiness.com,https://news.google.com/rss/articles/CBMiygFBVV95cUxQUkhMY0dvemNDS1JYSDNoQXJITFF4WjBRWEp1WV9laGhnSFAwZGRLQ3ZBRFZ1b0F0eExkUGVrY0tVWGJkLXo5OS1QN2Z5emEwN0JKdW1KdXZOdFdKOGM0Mjc0Slhid1F5a0ItV05QNXlLa2hlVk9HWmRrTjRkTHlUWTVJUUZYTExRUnVHcUZ1NVpQN3lMeXJxTFVsWGpjYVpXRlBad0FWQXJFXzRGckJjVmdWbGpzMHROdzJZeHZPMDJlSTJNS2lZZ1dR0gHXAUFVX3lxTE1DS1Nsei1pTU5ESmVIbUpYU3ZaZzMzM0NJeWY0N3QwZGg3MklFVFpCR2VkRFRJb3FYcGZZekdhLUwzSGRvODJGV1Ffa2VvNGpjZmFNWC1GRmRLdUZPZktOTTlpTXFraWt5TThBS1pmd2s3MUdIM0VWZHcydmp4UkdCblk5Sm50REtXeDdkLXBqRlhUejN2aUJQNHhRMVV4ZnpXOEpzekplSEJwN0x0VDI0R1FBcm5UNEo3c29EdEZCLVlDMzVRZnJXWHVSd3JzaTQzY1ludTJr?oc=5
2025-12-03,"OpenAI is reportedly in advanced talks with Tata Consultancy Services to build large scale AI infrastructure in India, a move viewed as a win for both the Sam Altman led company and a potential future AI led services giant. The discussions include leasing at le - LinkedIn",LinkedIn,https://news.google.com/rss/articles/CBMizgFBVV95cUxOLVI4RllScjI5SWlMSEh2ZGI5bF9XX3pUTWdXeHg2YWo5OFpSeTU0RVREMGxHc0JXLXZVUXdIYWdGdTZPTHNfOUpQQnVpakQ4NXRMNmJKajFBV0RwcXlBdmIzd3RHUTMwSncxQW5kZlVMY3Atb0lPMWxXQ3NzUW5NSlppM0ozV01qRHIxbklPX2g3UGNIMk5rVDNhaU9vSENsUElkbjh5ODN4OUtYOWVmYklaSFBqU0V3a1hQdVhibG5FeldkTmxXX3JrNUdUUQ?oc=5
2026-07-09,"TCS Q1 dividend: IT major declares ₹12/share interim dividend for shareholders; check record, payment dates - upstox.com",upstox.com,https://news.google.com/rss/articles/CBMi6AFBVV95cUxNMWxUZ1FGUXJ0dVpYY2hxOHJyOHdPRGRYa2NZNHdmVXh5WWJsVmtKejR2Rll5MHA0YUZBYTQwMzBXY0VIVVM2VEI0aXR5dW80LU9BS0ZCcUhnQzJlRkFLNkIyTFk5TEtGRjRIcE5kaHJmOE9DMDdJXy1VRzF0YVNJV2tMN1dGSkN0Szc3c2Joemx1N2JNQ2VnamRMZm9TRmxUSmk0cUM3b0xzOHg0UTNWMmFLandjVlJTY2llUlVSeG1Bd1hsZlRiTkdlajRsdzNBSjIzRTBfRjBQdXpENlcwbmExLU8xeWtJ?oc=5
2026-04-13,NITES seeks detailed POSH audit at Tata Consultancy Services after harassment complaints in Nashik - Telegraph India,Telegraph India,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPOVJDdWhUbTItdWlmWEhpN1lnMDE0QWREVlEzQ3lEZDVRZnZrTUhla3B5djZCR3NrdXg5TzF1a2VwbVVVcWdGMHFhdTJ2RXhnNUxRaVg3WFJ5a2Q1UDVZam9zZjZRZUJoTkM2eEFrcE9wM29zX0xodG1EdFVqWGp3VDRqUVdHY2VXYUdFOGlYaGdvRGRyNGJ4aXpSYmZoY0hqdEhxa2Y3cGdzMHVnS1RoY0sxc1pZVi1lMk5NOU03N0cwNWtNZU40MW11N2RlQnJQT0hQdW9NZWdOS2t5Ymp4REx3SU7SAeoBQVVfeXFMTnJ3TFJ5TVVSR3pzVWdxOExJMWVHZkt4ZWo3TUotbVE4OGx1U01tV3lUa2hQdVZPc04wR0EyRjlFaFFSMU95VkplVXplZ3ZZN2ZiczI5bDlTRnRUUl95Q1lLREhadlFpRUl2UWdoSURrSDlxSDhLYmV1dUF0cE0zQjdWNnY3QXh4ancwaTlVY1ZwaWFJTWpwRTZiNXB2UmwzblNZNS1WckpEVExwTzVtc1owQUFCQnRZSmlfbUFVZ0x2dGpTRzZpQTZ1eEJnNFY0U1UtaVZfMzZzU1NMQ3BQdExTQ0kxRXZMbkhR?oc=5
2026-06-09,TCS chairman says AI agents could match company's human workforce in three years - The New Indian Express,The New Indian Express,https://news.google.com/rss/articles/CBMizgFBVV95cUxPUDZZWmxXUVdfUVc0WldYdVlNNXB2c0dCNmN1OGxSWlJOVm5qSWxtcTBaMDN2TXdQNHRNQXMyYkFkd2k4VDM3YzhvbHl3U0tCRW9feF9hank2UFg1eW8xeGNDR3h1SlNyTnJzcDFMYnpkVEdpX1hwZTR1cUZud255OUZ5dzdfSDdoOU5tYTlkZnBvT0pfcll4Vkt2NHVBakZ3aXZkUVpSRnRiZmNlbFBUSjZPNHVsQXBiRndWTFViQzg5b1drczh3dmw2OUgwQdIB2wFBVV95cUxPaUMxYk9DZWJOZlozUkI1MXhuaWptZzlvZUFXa3FfaXhyQTNBbWw3YVZFSzc2cmZNeHdzR2x2ZlM3MV96Zk5WRUFQRy1BUHFySm9meWJZY2puOXNfN2w3bnNRMkcyUENKX2RXRE50ZnRaM1VUVkVyZkhLbE9qdDJDWGg0Y2xZTWRyLUk4ZE03RUpxVGlGMjdscU9hdmxRdS00eVNmRmNaRTczbV80M290bF9naUhIcmhUUm9JUFJkcjFYM084OW5waFh3NW5FbzRUMGQ4WUw2dGh6c3c?oc=5
2026-07-09,TCS Q1 Results: Board declares an interim dividend of ₹12 per share. Details here - Livemint,Livemint,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQOHNSUU1QOVc3YVRVXzJhb1BTYW5ZZ3pCQmM1MjRDQzBFdE95TUxDODNWcEx3alNRajR2R1RDWG4tSm15ckU3NVZUTkYwZGdGdmFGOHlwd012ZUpzSThRbjNBTHRySjVrMFFuNWM5bC1xWVBQX29MQkFxUElfNk5xT0pmWnAwaE1NS0NXSTloX1BlUHlJdjR4S2lfNTdMak82d3dKYUlvYVpwdWRSZl9jZVNDSXFUdUZzaVNwbWlRVUQteE5Wc2dDRjVCczZUdWVZTWNjX1VVM0M4Ui16bTNIaTEwWV9MZ9IB6wFBVV95cUxPdi1QV25tcmw4dVltMDVPeHdFT0FlbkJFQmpxNjA4ekdlMThGMVRqOFlTM2w0R2N4TC1XUHFxQnRjYXM1SXpVRy1STnBXa1VvUHBTSWJJTklQSnBCbVBTR2J6NjVfaHpMTkthRzlvVnVueFhjaDVfXzc0VzU0N2R0RVRDY2lLbUNtM05XUWpQX2V5c2VXMTdQRDYxVkJVM2FwOGlQcEFKeWpJSFZLcWgwQS11cHFaZ2pVSnBvUndZcWRNQ3NTSDhJM2JqRzYyUkFobDlUalVENTY3dC0wN2dqMmVTS1ZEUndUUG1Z?oc=5
2026-07-14,TCS expands strategic partnership with ABB to build ai-driven global network backbone - indianchemicalnews.com,indianchemicalnews.com,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPNEMwWkZ3NVlsSDZQcWxSb1QyX2hCdFRsb3RuVFhFbUxfX3hkMV84cThEY2pmVk1ZOE1lX2dCZjk1TmY4NHRKVndGN283eGYwb25rQVdjN0dvWEhaNEJhUGQtUmVEc3VRa0Y5NFp4RUNBYlVGYkstWHNZY1pkSFUzWGYyWkpkWmJ1TzhHMGJSRkRQakw1TXNfemtlazdicXhRT1MxNUZtMThwWEY3aGJKOGZWY2FTNk15dnc5YndKWEFJSnlYR3hDeUVYSVZWQjhiSUszdzNR0gHcAUFVX3lxTE9XM0VGZG5DYkc2bm1HejV5cGktQWxxQUt3Zl9MZFQxVlNUYjlId2ZtenVYa0VURVJTQ29HOXBJS09OUGxXMDJIb3N6ZjdidHZNemJLdml6SXlyUy05MzljcnhGWHVYbnQzMzNOZE04aDFhVy1SQjB5T2FoMjFSTmFlYTZ4Y1JZZjlLSHZXeENhLU93QTJpX0JrbkROZ293eVFmTS0wUzdXelFNN0lDNnFMVWlIQU03SWY2SUxQSlU1MVpsZ1IyTUloOERTcDhFTDdNNl80Wk51Tzl4eGg?oc=5
2026-06-10,TCS signals AI-led hiring shift as Chandrasekaran backs AI agent expansion push - Telegraph India,Telegraph India,https://news.google.com/rss/articles/CBMizgFBVV95cUxPdTdEMEJ6UUJCOGlvYTFXcU5uQXhlZGNlcTBtMUxhVWN6T0xaeTNRX19MMWtVYUl5SEMxTDZIc0ZvOXBtdm1BaXp2UjVwcEMybEtvbjBTcjRwVzBvVlMySklteUhJUGRISk9UWXVCdm55VXJYU0dmalVlbmgzQ2ZHS0ZSeHRTY0FrYTdTclY4TEFWUE5VMW1qOG9KZlBNSUlxYUozY1hsbTR4RGNrMHBqU0l1SEZJZFQ2NGlva3pHdUJvdFRPN2Z3VzcxUDdMZ9IB0wFBVV95cUxPSGJyYVpBd2QtRWJHNnhSZTFMd1hIUFhWeFN6TjN3UWtEMkhDWmU0dDg4T3lDd0t2VWVxU0VJcUhYc1lSSEJfcDI1LW02RUhLYVo1NzRiWGVXWGpad3RhOWNTNXFwVUhmVUFyTjlxdnJHQ2FnRS1wclRDRnh0Sk51NlJLcG1WREZsS2VDX013THhFeEZlRWdnTFphSEowYk55NkZsdWw3Y0Vqc0RRa2JFaU1nVVRpaWhnU2xZMnBlVGUtRUhCY1lPVnZGSWxJMnQ4VlhJ?oc=5
2026-07-10,TCS flags AI-driven productivity gains reducing client spending - The New Indian Express,The New Indian Express,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPUkNvZW9QQWlyX0ZFUDduODRhVVM5T1pod0VzMjk2MjlOQi1ROUhINTRFb2VJYVpIZDVMZ05ackdNQ0QtM1RXM0JKQjMxQmJORF9hRmFWazdhQ21aZHN3WkpKTU5EblNWOUwtUnZZbHV3QzEtanR0ekJROXRNZ3dVVy1zU2h6am1OUnBaVzJvd2doZ3IxZUE5LTJVcjJmZWZzUlNqNzc4RmdHdEVnUzREb0ZBX2VQNk0z0gHGAUFVX3lxTE1xYkZuZDMyeWZBYVVSei1lRmhLSlVFSUxWRVp5Mk12eFg4Ylk2OUNwRlBDdVliTm00dlNxazJOZ3IzZlFfbUxkdmRaWVBGWXE1RlJBeFBtNGxYRTl1WTgwUTNlRFBGaW5xWVN1cmtycU1ReFowTTg3MVROaThsbS1rNlROYWxtV05aeDg2X2dZMDBFMXlCRm5LZ3FucUxKdVBuN0tIdTN1elRSb0hBWlRpY0ZmU2g0NlM2QW9VRlRubFVUc0dTZw?oc=5
2026-04-09,Pearson and TCS partner to bring AI into learning and assessments - Consultancy.uk,Consultancy.uk,https://news.google.com/rss/articles/CBMipgFBVV95cUxNdlRlX3pWaEdiY1FvNEQwR2JTckxxNzh5d1J5bFpXekNlMUdFOVpGdmNkTjExeDUtTlJiX0xNbjRqSDJxNWFkR1ZhSXVsb2ZrWnpsV2ZCNUdTM1JIaTFpQklLdDkxX1JZOGFtTlpGMTBSNm5UdXpJVk4xQXFaNGtDQ19ZLWVWNXdUZnhRRmROSGFsMEJkWjJKNUZBemN1UTVvRHlickZ30gGrAUFVX3lxTE1Iby13aHhMTl9ucUZOcUYxOE9id1poRFRGOG5ta3pJRjlnWDBDRTU2eGVieTY0OWowM2ZIMklsczU3OUVRX0puTXNzM1M5SzNWdWNfbl9XOEgwQkxNSWlicUJGeFJIM2xpZDJFenhjQkFBRmxfMHRoUm1qMUhYTnFPcEd0bmg3WUdGMjByNWp5dmw3MGdTY2YwUV95TjdjWi12b1dOejhyNGxnNA?oc=5
2026-07-11,"Tata Consultancy Services (TCS) - TCS, HDFC Bank, 8 others with up to 49% upside. How many in your portfolio? - The Economic Times",The Economic Times,https://news.google.com/rss/articles/CBMiggJBVV95cUxQM3BsWjBUZl9sWXdLdmxUVTNSYnYxczRSYmFDX1VKblJyWGZyU0FQeGg2dUtVTFlxdk1zcDN6N3BUOGNxUGlWZk9zcmx1RFAzY204cXdwQWJ4VjlfRFlTaURITzAySkFBeVVrM2dobGpKeW50bVZ1ZHBqanN1dm9GQjhqU0pPX21ITXMzNFE5X2djQzI1Tjdnc0UtTzhMOHJZZEJIdHBPVGgwZUIyaEkxNGRlM3JDYW5jVzlrbkdTVkJLVFlHUEMtRHdPejNPMUVPWjFkRHlTUXp5Y0N0WXdXSHhsSzBMQUs1QW5Ra1VmTGItbUtMdzE2SUhOYnR0V2V3WXc?oc=5
2026-04-18,"'Did Not Get Any Internal Complaint, Nida Khan Not HR Head': TCS Amid Probe - ndtv.com",ndtv.com,https://news.google.com/rss/articles/CBMi6AFBVV95cUxPSVNNVC1ydC1uaWRmUmVhMmZzZTZQb2JKRTFTVU9QWWMyUk9QUFRNNDNhQ0k5WEZjRHphWTFuNWt1Rlp2NUtQVmlIY3JUeEhVNVlESm1KTXMteGlrZ2dVNHpvSUkyZTVFOExmQzhDZ1VQNmRmZVlSU3NiZEs0cWh3UE0wWGVhXzZqNnRBMklVV3JIOWdXclV2N2s0VHg0SzF1c1JhQnVZcGhqVmx3U0ZIWWI1dDJDR0VfalNJNGhlbGRJS3JLdDJ3cnAyMFowQVExZWVkTWl2bE1lTFNVd3lCRDhGTUNnZEY00gHwAUFVX3lxTE9nVHZITFN4VUY3ZHNWQzVrcGZoNG9oQS1HckQydHhuSGNNdVh0eHEzTkxuU3RITmtrNXdmQ0Q2ZGFHb1ltZExVaVAzSDNGeWxlVi1CZWJQek9DQ0hGSFc0UlVVWF9jQTkwU2Q4SDQwWk9LR09vekpIamFxOFB5OFVhbWNpYzlWaWNyVHFGeDIyeFVfRTkzb3FRcVl4R1RPV1VJTlFJLUhIcVYxNVozOXVQVGZZWTAtb1NoWHlVd1E5ODhGTzh5SE1NaGw3ZEUzUW5tYkpwVkYxRW1jQm9NVjVKaVZQbUdYNnV1Z1VoQnpaTA?oc=5
2026-06-09,'TCS to have as many AI agents as human staff in 3 years' - Rediff,Rediff,https://news.google.com/rss/articles/CBMi1gFBVV95cUxORjZ4NHR1alYzeHNzN2pycjBBZFM1dU9TYmtxS1FwMTNtdXFIY3BOYnRQUk5hRkxWLWdDNjNYclFnLWxveGNzZUFJczVMaTY5dWF2aW5GaFdnLUdvbXNHNzU3TGxyNWNkQUZ3bHl2RDRaaWpYTkVTNW5NTnVPRURIMVRMcWZ5SWsxM0NPODFHS015OGFFQjFxbm1pYzFRSFoxaTR3a1FUUXJVaXNnX3FJMGVKaEdEMTdPTmY1Mm1zVGlmd1RZVWI3UFNBNHdqaGExRl9QNEFn?oc=5
2026-06-16,TCS to take additional $70 million charge after US Supreme Court declines review in DXC case - Moneycontrol.com,Moneycontrol.com,https://news.google.com/rss/articles/CBMi4gFBVV95cUxORmZIOVcxcVdra3ppaGxUVVdxNDZQQkx3cFlrWGpxenYwODVkRWZDMWhhQjdnbG1PUm13cHlWUGtkN21IVlZad3BwUWNxdmhCdGJZZkEzVjFQUnBmbHozQXlfUko0ckoyYzhfdDFVT0FDTUk5QWVrWGdoNXMyejdRbTNyaXU3VHdYNHRoZ3JCY1gwWDdTb2tUeTRCR0xwc29JV1ZlcllVYzV3ZU9DOUpOWkFJbC1wZ05TMFJOejhWeXR2bHY5eVFFREs3cHZSUFhDTkRJRWQ3REhLeHltX1ZFS1ZR0gHnAUFVX3lxTE05cWpsa3dqWVBRU1ltdmp2X3lBOEsxbUE1YXFQNHZkSFJ5MnIyV0cyLU9fc3k1MlB6ZjlMd3c2Z21aanpnLURJT05TMUlZUWVRSDJlQUREYks4SnE4cmFxQ0JaYlFlU1BfTjZZeW9LbExhWTZQS0FQWl9JMWFVSFR3V3NCTFZ3NjM1aEE3alBCUy1xUVhmZ2w2SHhuODVRNTdpSFRfaFV4NlJESlBUV1JTc28zZjV6SWtIZW40aWxBOXpCU1kySThOb3dJOGdoU1g2SmR0SWZzV0diODBfUThvNGdSWnpDNA?oc=5
2026-04-17,"'She Is Not HR': TCS Clarifies Nida Khan's Role In Company, Says Investigation Underway - News18",News18,https://news.google.com/rss/articles/CBMiygFBVV95cUxPR1lQb0NvX3JfZzAzUTlxdjZKMVUwdzE0UHhuZlFwWGdqSVMyMHYxY2Q1MGNuT3FDOVExWTJJWnE4UDh3QkFZdjIwV3RQR0dfcFFqVERWRHhrb2xtMkh5ZENob3Q3Y0Q0aldiT3hBODhrNUt5RXpiNGR1cF82WmtUNE5zXzlmcFFhdUJTTmZuaC12d3RQblJwX0RVTlktcllUZ1htMU5RTFpRWXJYWE5zb0FiUUY3Zk9JVGFNZHhlWlM0cFVuRm1QZ1930gHPAUFVX3lxTE1nUWN5V2kwMnVNN0dkV1l0Vi1Cb2s4MmM2eHF6UlpLekhMZzJHbzIwOC1zdEZQVTIxREdubkt5blNiOUI3OTQ2RHBmRWJoMzA0RzZVVENQN1lqUEp4eExNcGtzWWU1ZDVHcVNZdWlDMFJyZElEaUNDT1VNWjZHQWl5MW8tRm8zY1REajRjMWd6X1hqa3ZNUlpnZWZUTlRMTTVVdDFXUDU2czZ5YjJDdGhlR19KeERyNXhSZHVMQzIzdk5xZFFhSHhsRkxHSUlKTQ?oc=5
